accession	tree_id	uniprot_id	protein_name	organism	genus	length	reviewed	source_queries	enzyme_class	reference_label	taxonomic_lineage	taxon_domain
A0A1N7HIK6	tr|A0A1N7HIK6|A0A1N7HIK6_9ACTN	A0A1N7HIK6_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Microbispora rosea	Microbispora	306	unreviewed	ec_petase,microbispora,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Microbispora (genus)	Bacteria
A0A1N7PDU8	tr|A0A1N7PDU8|A0A1N7PDU8_9GAMM	A0A1N7PDU8_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Thalassolituus maritimus	Thalassolituus	292	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Oceanospirillales (order), Oceanospirillaceae (family), Thalassolituus (genus)	Bacteria
A0A1N7PE55	tr|A0A1N7PE55|A0A1N7PE55_9GAMM	A0A1N7PE55_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Thalassolituus maritimus	Thalassolituus	292	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Oceanospirillales (order), Oceanospirillaceae (family), Thalassolituus (genus)	Bacteria
A0A1Q9LLV5	tr|A0A1Q9LLV5|A0A1Q9LLV5_9PSEU	A0A1Q9LLV5_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Actinokineospora bangkokensis	Actinokineospora	281	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Actinokineospora (genus)	Bacteria
A0A1S8DKK6	tr|A0A1S8DKK6|A0A1S8DKK6_9GAMM	A0A1S8DKK6_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Halopseudomonas pachastrellae	Halopseudomonas	304	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Halopseudomonas (genus)	Bacteria
A0A1T4KK94	tr|A0A1T4KK94|A0A1T4KK94_9ACTN	A0A1T4KK94_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Marinactinospora thermotolerans DSM 45154	Marinactinospora	311	unreviewed	ec_petase,pet_hydrolase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Marinactinospora (genus), Marinactinospora thermotolerans (species)	Bacteria
A0A1U9ZTE6	tr|A0A1U9ZTE6|A0A1U9ZTE6_9ACTN	A0A1U9ZTE6_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	[Actinomadura] parvosata subsp. kistnae	[Actinomadura]	300	unreviewed	actinomadura,ec_petase,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus), [Actinomadura] parvosata (species)	Bacteria
A0A1V0A5L2	tr|A0A1V0A5L2|A0A1V0A5L2_9ACTN	A0A1V0A5L2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	[Actinomadura] parvosata subsp. kistnae	[Actinomadura]	303	unreviewed	actinomadura,ec_cutinase,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus), [Actinomadura] parvosata (species)	Bacteria
A0A1V0B1Z0	tr|A0A1V0B1Z0|A0A1V0B1Z0_9GAMM	A0A1V0B1Z0_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Halopseudomonas phragmitis	Halopseudomonas	309	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Halopseudomonas (genus)	Bacteria
A0A1V3C1E8	tr|A0A1V3C1E8|A0A1V3C1E8_9ACTN	A0A1V3C1E8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nocardiopsis sinuspersici	Nocardiopsis	283	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Nocardiopsis (genus)	Bacteria
A0A1V3C6I0	tr|A0A1V3C6I0|A0A1V3C6I0_9ACTN	A0A1V3C6I0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis sinuspersici	Nocardiopsis	309	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Nocardiopsis (genus)	Bacteria
A0A1W6L588	tr|A0A1W6L588|A0A1W6L588_9BURK	A0A1W6L588_9BURK	PET hydrolase/cutinase-like domain-containing protein	Piscinibacter gummiphilus	Piscinibacter	292	unreviewed	ideonella,pet_hydrolase,petase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Sphaerotilaceae (family), Piscinibacter (genus)	Bacteria
A0A1W6LF85	tr|A0A1W6LF85|A0A1W6LF85_9BURK	A0A1W6LF85_9BURK	PET hydrolase/cutinase-like domain-containing protein	Piscinibacter gummiphilus	Piscinibacter	291	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Sphaerotilaceae (family), Piscinibacter (genus)	Bacteria
A0A1Y5XXE4	tr|A0A1Y5XXE4|A0A1Y5XXE4_KIBAR	A0A1Y5XXE4_KIBAR	PET hydrolase/cutinase-like domain-containing protein	Kibdelosporangium aridum	Kibdelosporangium	276	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Kibdelosporangium (genus)	Bacteria
A0A1Y6BLH8	tr|A0A1Y6BLH8|A0A1Y6BLH8_9BACT	A0A1Y6BLH8_9BACT	PET hydrolase/cutinase-like domain-containing protein	Pseudobacteriovorax antillogorgiicola	Pseudobacteriovorax	333	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Bdellovibrionota (phylum), Oligoflexia (class), Oligoflexales (order), Pseudobacteriovoracaceae (family), Pseudobacteriovorax (genus)	Bacteria
A0A1Y6CJU8	tr|A0A1Y6CJU8|A0A1Y6CJU8_9BACT	A0A1Y6CJU8_9BACT	PET hydrolase/cutinase-like domain-containing protein	Pseudobacteriovorax antillogorgiicola	Pseudobacteriovorax	330	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Bdellovibrionota (phylum), Oligoflexia (class), Oligoflexales (order), Pseudobacteriovoracaceae (family), Pseudobacteriovorax (genus)	Bacteria
A0A225C6B8	tr|A0A225C6B8|A0A225C6B8_9MICO	A0A225C6B8_9MICO	PET hydrolase/cutinase-like domain-containing protein	Clavibacter tessellarius	Clavibacter	302	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Microbacteriaceae (family), Clavibacter (genus)	Bacteria
A0A231HFG4	tr|A0A231HFG4|A0A231HFG4_9NOCA	A0A231HFG4_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia cerradoensis	Nocardia	322	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	Bacteria
A0A238V211	tr|A0A238V211|A0A238V211_9ACTN	A0A238V211_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura mexicana	Actinomadura	291	unreviewed	actinomadura,ec_cutinase,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0A239AX86	tr|A0A239AX86|A0A239AX86_9ACTN	A0A239AX86_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium subroseum	Streptosporangium	325	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus)	Bacteria
A0A239F952	tr|A0A239F952|A0A239F952_9ACTN	A0A239F952_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura meyerae	Actinomadura	307	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0A239NYM8	tr|A0A239NYM8|A0A239NYM8_9ACTN	A0A239NYM8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura meyerae	Actinomadura	339	unreviewed	actinomadura,ec_cutinase,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0A243RG01	tr|A0A243RG01|A0A243RG01_9ACTN	A0A243RG01_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium minutum	Streptosporangium	301	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus)	Bacteria
A0A243RI45	tr|A0A243RI45|A0A243RI45_9ACTN	A0A243RI45_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium minutum	Streptosporangium	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus)	Bacteria
A0A243RTG5	tr|A0A243RTG5|A0A243RTG5_9ACTN	A0A243RTG5_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium minutum	Streptosporangium	320	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus)	Bacteria
A0A285JDK9	tr|A0A285JDK9|A0A285JDK9_9ACTN	A0A285JDK9_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Paractinoplanes atraurantiacus	Paractinoplanes	282	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Paractinoplanes (genus)	Bacteria
A0A285L7T1	tr|A0A285L7T1|A0A285L7T1_9NOCA	A0A285L7T1_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia amikacinitolerans	Nocardia	332	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	Bacteria
A0A286GRC4	tr|A0A286GRC4|A0A286GRC4_9BACT	A0A286GRC4_9BACT	PET hydrolase/cutinase-like domain-containing protein	Spirosoma fluviale	Spirosoma	304	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Cytophagia (class), Cytophagales (order), Cytophagaceae (family), Spirosoma (genus)	Bacteria
A0A2C9ZMQ8	tr|A0A2C9ZMQ8|A0A2C9ZMQ8_9ACTN	A0A2C9ZMQ8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium minutum	Streptosporangium	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus)	Bacteria
A0A2I1PAV8	tr|A0A2I1PAV8|A0A2I1PAV8_9MICO	A0A2I1PAV8_9MICO	PET hydrolase/cutinase-like domain-containing protein	Kytococcus schroeteri	Kytococcus	289	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Kytococcaceae (family), Kytococcus (genus)	Bacteria
A0A2I1PAZ1	tr|A0A2I1PAZ1|A0A2I1PAZ1_9MICO	A0A2I1PAZ1_9MICO	PET hydrolase/cutinase-like domain-containing protein	Kytococcus schroeteri	Kytococcus	287	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Kytococcaceae (family), Kytococcus (genus)	Bacteria
A0A2K9LJV9	tr|A0A2K9LJV9|A0A2K9LJV9_9GAMM	A0A2K9LJV9_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Ketobacter alkanivorans	Ketobacter	314	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Ketobacteraceae (family), Ketobacter (genus)	Bacteria
A0A2K9LQ63	tr|A0A2K9LQ63|A0A2K9LQ63_9GAMM	A0A2K9LQ63_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Ketobacter alkanivorans	Ketobacter	265	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Ketobacteraceae (family), Ketobacter (genus)	Bacteria
A0A2P2FIU7	tr|A0A2P2FIU7|A0A2P2FIU7_AMYLU	A0A2P2FIU7_AMYLU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis lurida NRRL 2430	Amycolatopsis	277	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus), Amycolatopsis lurida (species)	Bacteria
A0A2P4UD72	tr|A0A2P4UD72|A0A2P4UD72_9ACTN	A0A2P4UD72_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rubteroloni	Actinomadura	299	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0A2P4UDA7	tr|A0A2P4UDA7|A0A2P4UDA7_9ACTN	A0A2P4UDA7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rubteroloni	Actinomadura	293	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0A2P4UDC3	tr|A0A2P4UDC3|A0A2P4UDC3_9ACTN	A0A2P4UDC3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rubteroloni	Actinomadura	295	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0A2P4UDP6	tr|A0A2P4UDP6|A0A2P4UDP6_9ACTN	A0A2P4UDP6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rubteroloni	Actinomadura	299	unreviewed	actinomadura,ec_cutinase,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0A2P4UJS9	tr|A0A2P4UJS9|A0A2P4UJS9_9ACTN	A0A2P4UJS9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rubteroloni	Actinomadura	298	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0A2P4UNN9	tr|A0A2P4UNN9|A0A2P4UNN9_9ACTN	A0A2P4UNN9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rubteroloni	Actinomadura	278	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0A2P4UPT6	tr|A0A2P4UPT6|A0A2P4UPT6_9ACTN	A0A2P4UPT6_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura rubteroloni	Actinomadura	282	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	Bacteria
A0A2P8I084	tr|A0A2P8I084|A0A2P8I084_SACCR	A0A2P8I084_SACCR	PET hydrolase/cutinase-like domain-containing protein	Saccharothrix carnea	Saccharothrix	279	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Saccharothrix (genus)	Bacteria
A0A2T0MSV4	tr|A0A2T0MSV4|A0A2T0MSV4_9ACTN	A0A2T0MSV4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea fuscirosea	Nonomuraea	280	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	Bacteria
A0A2T0PXG2	tr|A0A2T0PXG2|A0A2T0PXG2_9ACTN	A0A2T0PXG2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Allonocardiopsis opalescens	Allonocardiopsis	305	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiales incertae sedis (no rank), Allonocardiopsis (genus)	Bacteria
A0A2T0UB20	tr|A0A2T0UB20|A0A2T0UB20_9SPHI	A0A2T0UB20_9SPHI	PET hydrolase/cutinase-like domain-containing protein	Arcticibacter pallidicorallinus	Arcticibacter	305	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Sphingobacteriia (class), Sphingobacteriales (order), Sphingobacteriaceae (family), Arcticibacter (genus)	Bacteria
