Entry	Entry Name	Organism	Organism (ID)	Taxonomic lineage	Taxonomic lineage (Ids)	Length	Reviewed
A0A0A6XB90	A0A0A6XB90_ACTUT	Actinoplanes utahensis	1869	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Actinoplanes (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 1865 (genus)	271	unreviewed
A0A0M3TBT0	A0A0M3TBT0_9ACTN	Lawsonella clevelandensis	1528099	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Lawsonellaceae (family), Lawsonella (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 2805586 (family), 1847725 (genus)	340	unreviewed
A0A1H1LGD1	A0A1H1LGD1_9GAMM	Halopseudomonas sabulinigri	472181	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Halopseudomonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 72274 (order), 135621 (family), 2901189 (genus)	289	unreviewed
A0A1H5RL57	A0A1H5RL57_9PSEU	Amycolatopsis pretoriensis	218821	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	308	unreviewed
A0A1I5MC99	A0A1I5MC99_9PSEU	Amycolatopsis arida	587909	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	305	unreviewed
A0A1M6K991	A0A1M6K991_9BACT	Tangfeifania diversioriginum	1168035	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Marinilabiliales (order), Prolixibacteraceae (family), Tangfeifania (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1783270 (clade), 68336 (clade), 976 (phylum), 200643 (class), 1970189 (order), 1471398 (family), 1649501 (genus)	303	unreviewed
A0A1M7II12	A0A1M7II12_9ACTN	Cryptosporangium aurantiacum	134849	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Cryptosporangiales (order), Cryptosporangiaceae (family), Cryptosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 2495577 (order), 622454 (family), 65502 (genus)	299	unreviewed
A0A1N7PE55	A0A1N7PE55_9GAMM	Thalassolituus maritimus	484498	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Oceanospirillales (order), Oceanospirillaceae (family), Thalassolituus (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 135619 (order), 135620 (family), 187492 (genus)	292	unreviewed
A0A0D3J3J8	A0A0D3J3J8_EMIH1	Emiliania huxleyi (strain CCMP1516)	280463	cellular organisms (no rank), Eukaryota (domain), Haptista (clade), Haptophyta (phylum), Prymnesiophyceae (clade), Isochrysidales (order), Noelaerhabdaceae (family), Emiliania (genus), Emiliania huxleyi (species)	131567 (no rank), 2759 (domain), 2608109 (clade), 2830 (phylum), 2608131 (clade), 73020 (order), 418966 (family), 2902 (genus), 2903 (species)	346	unreviewed
A0A0D8JF23	A0A0D8JF23_9BACT	Draconibacterium sediminis	1544798	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Marinilabiliales (order), Prolixibacteraceae (family), Draconibacterium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1783270 (clade), 68336 (clade), 976 (phylum), 200643 (class), 1970189 (order), 1471398 (family), 1471399 (genus)	296	unreviewed
A0A154MM18	A0A154MM18_9PSEU	Amycolatopsis regifaucium	546365	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	281	unreviewed
A0A1D9PE29	A0A1D9PE29_9FLAO	Flavobacterium commune	1306519	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Flavobacteriia (class), Flavobacteriales (order), Flavobacteriaceae (family), Flavobacterium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1783270 (clade), 68336 (clade), 976 (phylum), 117743 (class), 200644 (order), 49546 (family), 237 (genus)	348	unreviewed
A0A1G4TQ35	A0A1G4TQ35_9CAUL	Asticcacaulis taihuensis	260084	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Caulobacterales (order), Caulobacteraceae (family), Asticcacaulis (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204458 (order), 76892 (family), 76890 (genus)	328	unreviewed
A0A1G6Q5G2	A0A1G6Q5G2_9PSEU	Actinokineospora iranica	1271860	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Actinokineospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 39845 (genus)	290	unreviewed
A0A1G6SVB0	A0A1G6SVB0_9NOCA	Rhodococcus tukisamuensis	168276	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Rhodococcus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1827 (genus)	325	unreviewed
A0A1L6JA44	A0A1L6JA44_9SPHN	Sphingomonas koreensis	93064	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Sphingomonadales (order), Sphingomonadaceae (family), Sphingomonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204457 (order), 41297 (family), 13687 (genus)	319	unreviewed
A0A1N7PDU8	A0A1N7PDU8_9GAMM	Thalassolituus maritimus	484498	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Oceanospirillales (order), Oceanospirillaceae (family), Thalassolituus (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 135619 (order), 135620 (family), 187492 (genus)	292	unreviewed
A0A1Y6BLH8	A0A1Y6BLH8_9BACT	Pseudobacteriovorax antillogorgiicola	1513793	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Bdellovibrionota (phylum), Oligoflexia (class), Oligoflexales (order), Pseudobacteriovoracaceae (family), Pseudobacteriovorax (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 3018035 (phylum), 1553900 (class), 1553901 (order), 1769745 (family), 1769746 (genus)	333	unreviewed
A0A231HFG4	A0A231HFG4_9NOCA	Nocardia cerradoensis	85688	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	322	unreviewed
A0A0C1CY98	A0A0C1CY98_9FLAO	Kaistella jeonii	266749	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Flavobacteriia (class), Flavobacteriales (order), Weeksellaceae (family), Chryseobacterium group (no rank), Kaistella (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1783270 (clade), 68336 (clade), 976 (phylum), 117743 (class), 200644 (order), 2762318 (family), 2782232 (no rank), 2782231 (genus)	282	unreviewed
A0A0D3JWZ2	A0A0D3JWZ2_EMIH1	Emiliania huxleyi (strain CCMP1516)	280463	cellular organisms (no rank), Eukaryota (domain), Haptista (clade), Haptophyta (phylum), Prymnesiophyceae (clade), Isochrysidales (order), Noelaerhabdaceae (family), Emiliania (genus), Emiliania huxleyi (species)	131567 (no rank), 2759 (domain), 2608109 (clade), 2830 (phylum), 2608131 (clade), 73020 (order), 418966 (family), 2902 (genus), 2903 (species)	329	unreviewed
A0A1B2HPK5	A0A1B2HPK5_9PSEU	Lentzea guizhouensis	1586287	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Lentzea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 165301 (genus)	293	unreviewed
A0A1J0VN38	A0A1J0VN38_9NOCA	Nocardia mangyaensis	2213200	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	333	unreviewed
A0A225C6B8	A0A225C6B8_9MICO	Clavibacter tessellarius	31965	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Microbacteriaceae (family), Clavibacter (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85006 (order), 85023 (family), 1573 (genus)	302	unreviewed
A0A075UPJ7	A0A075UPJ7_9PSEU	Amycolatopsis japonica	208439	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus), Amycolatopsis japonica group (no rank)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus), 2893673 (no rank)	275	unreviewed
A0A0D3IET5	A0A0D3IET5_EMIH1	Emiliania huxleyi (strain CCMP1516)	280463	cellular organisms (no rank), Eukaryota (domain), Haptista (clade), Haptophyta (phylum), Prymnesiophyceae (clade), Isochrysidales (order), Noelaerhabdaceae (family), Emiliania (genus), Emiliania huxleyi (species)	131567 (no rank), 2759 (domain), 2608109 (clade), 2830 (phylum), 2608131 (clade), 73020 (order), 418966 (family), 2902 (genus), 2903 (species)	342	unreviewed
A0A0D3JPC9	A0A0D3JPC9_EMIH1	Emiliania huxleyi (strain CCMP1516)	280463	cellular organisms (no rank), Eukaryota (domain), Haptista (clade), Haptophyta (phylum), Prymnesiophyceae (clade), Isochrysidales (order), Noelaerhabdaceae (family), Emiliania (genus), Emiliania huxleyi (species)	131567 (no rank), 2759 (domain), 2608109 (clade), 2830 (phylum), 2608131 (clade), 73020 (order), 418966 (family), 2902 (genus), 2903 (species)	330	unreviewed
A0A0D3JX57	A0A0D3JX57_EMIH1	Emiliania huxleyi (strain CCMP1516)	280463	cellular organisms (no rank), Eukaryota (domain), Haptista (clade), Haptophyta (phylum), Prymnesiophyceae (clade), Isochrysidales (order), Noelaerhabdaceae (family), Emiliania (genus), Emiliania huxleyi (species)	131567 (no rank), 2759 (domain), 2608109 (clade), 2830 (phylum), 2608131 (clade), 73020 (order), 418966 (family), 2902 (genus), 2903 (species)	307	unreviewed
A0A0N9IER5	A0A0N9IER5_9PSEU	Kibdelosporangium phytohabitans	860235	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Kibdelosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 2029 (genus)	289	unreviewed
A0A0S2KB11	A0A0S2KB11_9GAMM	Pseudohongiella spirulinae	1249552	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudohongiellaceae (family), Pseudohongiella (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 72274 (order), 3085095 (family), 1524249 (genus)	289	unreviewed
A0A143BU21	A0A143BU21_9ACTN	Streptomyces qaidamensis	1783515	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus), Streptomyces aurantiacus group (no rank)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85011 (order), 2062 (family), 1883 (genus), 2838335 (no rank)	294	unreviewed
A0A1H0TFE8	A0A1H0TFE8_9GAMM	Ectopseudomonas guguanensis	1198456	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Ectopseudomonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 72274 (order), 135621 (family), 3236654 (genus)	280	unreviewed
A0A1H2UBE2	A0A1H2UBE2_9PSEU	Amycolatopsis xylanica	589385	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	277	unreviewed
A0A1I5FV26	A0A1I5FV26_9FIRM	Anaerocolumna aminovalerica	1527	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Lachnospirales (order), Lachnospiraceae (family), Anaerocolumna (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 186801 (class), 3085636 (order), 186803 (family), 1843210 (genus)	301	unreviewed
A0A1Q9LLV5	A0A1Q9LLV5_9PSEU	Actinokineospora bangkokensis	1193682	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Actinokineospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 39845 (genus)	281	unreviewed
A0A1V0B1Z0	A0A1V0B1Z0_9GAMM	Halopseudomonas phragmitis	1931241	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Halopseudomonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 72274 (order), 135621 (family), 2901189 (genus)	309	unreviewed
A0A1W6LF85	A0A1W6LF85_9BURK	Piscinibacter gummiphilus	946333	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Sphaerotilaceae (family), Piscinibacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28216 (class), 80840 (order), 2975441 (family), 1114981 (genus)	291	unreviewed
A0A1Y6CJU8	A0A1Y6CJU8_9BACT	Pseudobacteriovorax antillogorgiicola	1513793	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Bdellovibrionota (phylum), Oligoflexia (class), Oligoflexales (order), Pseudobacteriovoracaceae (family), Pseudobacteriovorax (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 3018035 (phylum), 1553900 (class), 1553901 (order), 1769745 (family), 1769746 (genus)	330	unreviewed
A0A066TML8	A0A066TML8_9PSEU	Amycolatopsis rifamycinica	287986	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	308	unreviewed
A0A075V281	A0A075V281_9PSEU	Amycolatopsis japonica	208439	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus), Amycolatopsis japonica group (no rank)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus), 2893673 (no rank)	279	unreviewed
A0A154MFQ9	A0A154MFQ9_9PSEU	Amycolatopsis regifaucium	546365	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	281	unreviewed
A0A1G6T100	A0A1G6T100_9NOCA	Rhodococcus tukisamuensis	168276	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Rhodococcus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1827 (genus)	305	unreviewed
A0A1H2ERN9	A0A1H2ERN9_9GAMM	Halopseudomonas salegens	1434072	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Halopseudomonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 72274 (order), 135621 (family), 2901189 (genus)	289	unreviewed
A0A1M4ZEU0	A0A1M4ZEU0_9BACT	Cnuella takakiae	1302690	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Chitinophagia (class), Chitinophagales (order), Chitinophagaceae (family), Cnuella (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1783270 (clade), 68336 (clade), 976 (phylum), 1853228 (class), 1853229 (order), 563835 (family), 1648511 (genus)	306	unreviewed
