accession	tree_id	uniprot_id	protein_name	organism	genus	length	reviewed	source_queries	enzyme_class	reference_label
A0A8J3T081	tr|A0A8J3T081|A0A8J3T081_9ACTN	A0A8J3T081_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Planobispora takensis	Planobispora	300	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A8J3U475	tr|A0A8J3U475|A0A8J3U475_9ACTN	A0A8J3U475_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Planotetraspora phitsanulokensis	Planotetraspora	306	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A8J3W4U6	tr|A0A8J3W4U6|A0A8J3W4U6_9ACTN	A0A8J3W4U6_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Planobispora longispora	Planobispora	312	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A8J3W5P3	tr|A0A8J3W5P3|A0A8J3W5P3_9ACTN	A0A8J3W5P3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Planobispora longispora	Planobispora	301	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A8J3WQI5	tr|A0A8J3WQI5|A0A8J3WQI5_9ACTN	A0A8J3WQI5_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Planobispora siamensis	Planobispora	300	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A8J3X7Y9	tr|A0A8J3X7Y9|A0A8J3X7Y9_9ACTN	A0A8J3X7Y9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Planotetraspora mira	Planotetraspora	309	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A8J3XMP6	tr|A0A8J3XMP6|A0A8J3XMP6_9ACTN	A0A8J3XMP6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Planotetraspora silvatica	Planotetraspora	309	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A8J3ZIJ9	tr|A0A8J3ZIJ9|A0A8J3ZIJ9_9ACTN	A0A8J3ZIJ9_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Virgisporangium aurantiacum	Virgisporangium	292	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A917J6Z5	tr|A0A917J6Z5|A0A917J6Z5_9SPHI	A0A917J6Z5_9SPHI	PET hydrolase/cutinase-like domain-containing protein	Mucilaginibacter galii	Mucilaginibacter	301	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A917UCS4	tr|A0A917UCS4|A0A917UCS4_9ACTN	A0A917UCS4_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Dactylosporangium sucinum	Dactylosporangium	346	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A917X6A9	tr|A0A917X6A9|A0A917X6A9_9ACTN	A0A917X6A9_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Dactylosporangium sucinum	Dactylosporangium	309	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A917Z115	tr|A0A917Z115|A0A917Z115_9ACTN	A0A917Z115_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea cavernae	Nonomuraea	301	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A918DIC6	tr|A0A918DIC6|A0A918DIC6_9ACTN	A0A918DIC6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea cavernae	Nonomuraea	327	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A918GHW1	tr|A0A918GHW1|A0A918GHW1_9PSEU	A0A918GHW1_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Actinokineospora fastidiosa	Actinokineospora	270	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A918KHB5	tr|A0A918KHB5|A0A918KHB5_9ACTN	A0A918KHB5_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces fructofermentans	Streptomyces	310	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A918LED6	tr|A0A918LED6|A0A918LED6_9PSEU	A0A918LED6_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Actinokineospora fastidiosa	Actinokineospora	287	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A918XC99	tr|A0A918XC99|A0A918XC99_9ACTN	A0A918XC99_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis kunsanensis	Nocardiopsis	313	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A919DPR9	tr|A0A919DPR9|A0A919DPR9_9ACTN	A0A919DPR9_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces longispororuber	Streptomyces	291	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A919PJW8	tr|A0A919PJW8|A0A919PJW8_9ACTN	A0A919PJW8_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Dactylosporangium siamense	Dactylosporangium	344	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A919PNJ3	tr|A0A919PNJ3|A0A919PNJ3_9ACTN	A0A919PNJ3_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Dactylosporangium siamense	Dactylosporangium	268	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A919UGB5	tr|A0A919UGB5|A0A919UGB5_9ACTN	A0A919UGB5_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Dactylosporangium siamense	Dactylosporangium	345	unreviewed	pet_hydrolase,petase	PET_hydrolase	NA
A0A919UR82	tr|A0A919UR82|A0A919UR82_9ACTN	A0A919UR82_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Acrocarpospora phusangensis	Acrocarpospora	295	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A931AKC4	tr|A0A931AKC4|A0A931AKC4_9ACTN	A0A931AKC4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea cypriaca	Nonomuraea	311	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A931GV53	tr|A0A931GV53|A0A931GV53_9ACTN	A0A931GV53_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura viridis	Actinomadura	289	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A931I7M5	tr|A0A931I7M5|A0A931I7M5_9NOCA	A0A931I7M5_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia bovistercoris	Nocardia	323	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A939PI20	tr|A0A939PI20|A0A939PI20_9ACTN	A0A939PI20_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura barringtoniae	Actinomadura	278	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A939PKG5	tr|A0A939PKG5|A0A939PKG5_9ACTN	A0A939PKG5_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura barringtoniae	Actinomadura	283	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A939TAR4	tr|A0A939TAR4|A0A939TAR4_9ACTN	A0A939TAR4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura barringtoniae	Actinomadura	298	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A975LD17	tr|A0A975LD17|A0A975LD17_9ACTN	A0A975LD17_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis eucommiae	Nocardiopsis	297	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A9J6ZNH3	tr|A0A9J6ZNH3|A0A9J6ZNH3_9BACT	A0A9J6ZNH3_9BACT	PET hydrolase/cutinase-like domain-containing protein	Xiashengella succiniciproducens	Xiashengella	313	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A9N9LCP2	tr|A0A9N9LCP2|A0A9N9LCP2_9HELO	A0A9N9LCP2_9HELO	Cutinase (EC 3.1.1.74)	Hymenoscyphus fraxineus	Hymenoscyphus	269	unreviewed	cutinase,ec_cutinase	Cutinase	NA
A0A9N9LRE3	tr|A0A9N9LRE3|A0A9N9LRE3_9HELO	A0A9N9LRE3_9HELO	Cutinase (EC 3.1.1.74)	Hymenoscyphus albidus	Hymenoscyphus	277	unreviewed	cutinase,ec_cutinase	Cutinase	NA
A0A9P2TBN9	tr|A0A9P2TBN9|A0A9P2TBN9_THEFU	A0A9P2TBN9_THEFU	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermobifida fusca TM51	Thermobifida	301	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	NA
A0A9P2WRG3	tr|A0A9P2WRG3|A0A9P2WRG3_THEFU	A0A9P2WRG3_THEFU	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermobifida fusca TM51	Thermobifida	301	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	NA
A0A9P4MID0	tr|A0A9P4MID0|A0A9P4MID0_9PEZI	A0A9P4MID0_9PEZI	Cutinase (EC 3.1.1.74)	Myriangium duriaei CBS 260.36	Myriangium	267	unreviewed	cutinase,ec_cutinase	Cutinase	NA
A0A9P4NHA4	tr|A0A9P4NHA4|A0A9P4NHA4_9PEZI	A0A9P4NHA4_9PEZI	Cutinase (EC 3.1.1.74)	Tothia fuscella	Tothia	260	unreviewed	cutinase,ec_cutinase	Cutinase	NA
A0A9P7MUT5	tr|A0A9P7MUT5|A0A9P7MUT5_9HYPO	A0A9P7MUT5_9HYPO	cutinase (EC 3.1.1.74)	Claviceps arundinis	Claviceps	334	unreviewed	cutinase	Cutinase	NA
A0A9P7QA32	tr|A0A9P7QA32|A0A9P7QA32_9HYPO	A0A9P7QA32_9HYPO	cutinase (EC 3.1.1.74)	Claviceps humidiphila	Claviceps	337	unreviewed	cutinase	Cutinase	NA
A0A9P7QB77	tr|A0A9P7QB77|A0A9P7QB77_9HYPO	A0A9P7QB77_9HYPO	cutinase (EC 3.1.1.74)	Claviceps aff. purpurea	Claviceps	319	unreviewed	cutinase	Cutinase	NA
A0A9P7SEW6	tr|A0A9P7SEW6|A0A9P7SEW6_9HYPO	A0A9P7SEW6_9HYPO	cutinase (EC 3.1.1.74)	Claviceps pazoutovae	Claviceps	334	unreviewed	cutinase	Cutinase	NA
A0A9P9DWD9	tr|A0A9P9DWD9|A0A9P9DWD9_9PLEO	A0A9P9DWD9_9PLEO	Cutinase (EC 3.1.1.74)	Dendryphion nanum	Dendryphion	284	unreviewed	cutinase,ec_cutinase	Cutinase	NA
A0A9P9WSE2	tr|A0A9P9WSE2|A0A9P9WSE2_9PEZI	A0A9P9WSE2_9PEZI	cutinase (EC 3.1.1.74)	Neoarthrinium moseri	Neoarthrinium	250	unreviewed	cutinase	Cutinase	NA
A0A9Q9ELL9	tr|A0A9Q9ELL9|A0A9Q9ELL9_9PEZI	A0A9Q9ELL9_9PEZI	Cutinase (EC 3.1.1.74)	Septoria linicola	Septoria	262	unreviewed	cutinase,ec_cutinase	Cutinase	NA
A0A9W6UXL5	tr|A0A9W6UXL5|A0A9W6UXL5_9ACTN	A0A9W6UXL5_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rubrobrunea	Actinomadura	323	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A9W7BKJ7	tr|A0A9W7BKJ7|A0A9W7BKJ7_9STRA	A0A9W7BKJ7_9STRA	PET hydrolase/cutinase-like domain-containing protein	Triparma verrucosa	Triparma	280	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A9W7CBH4	tr|A0A9W7CBH4|A0A9W7CBH4_9STRA	A0A9W7CBH4_9STRA	PET hydrolase/cutinase-like domain-containing protein	Triparma strigata	Triparma	282	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A9W7DQE9	tr|A0A9W7DQE9|A0A9W7DQE9_9STRA	A0A9W7DQE9_9STRA	PET hydrolase/cutinase-like domain-containing protein	Triparma laevis f. longispina	Triparma	334	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A9W7GF60	tr|A0A9W7GF60|A0A9W7GF60_9STRA	A0A9W7GF60_9STRA	PET hydrolase/cutinase-like domain-containing protein	Triparma columacea	Triparma	332	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A9W7GMR5	tr|A0A9W7GMR5|A0A9W7GMR5_9STRA	A0A9W7GMR5_9STRA	PET hydrolase/cutinase-like domain-containing protein	Triparma columacea	Triparma	284	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A9X2K0A4	tr|A0A9X2K0A4|A0A9X2K0A4_9ACTN	A0A9X2K0A4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea thailandensis	Nonomuraea	301	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A9X2K5K6	tr|A0A9X2K5K6|A0A9X2K5K6_9ACTN	A0A9X2K5K6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea thailandensis	Nonomuraea	303	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A9X2K9B4	tr|A0A9X2K9B4|A0A9X2K9B4_9ACTN	A0A9X2K9B4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea thailandensis	Nonomuraea	281	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A9X3I6H8	tr|A0A9X3I6H8|A0A9X3I6H8_9ACTN	A0A9X3I6H8_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Gordonia aquimaris	Gordonia	335	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A9X3NJC1	tr|A0A9X3NJC1|A0A9X3NJC1_9ACTN	A0A9X3NJC1_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptomonospora mangrovi	Streptomonospora	278	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A9X3P096	tr|A0A9X3P096|A0A9X3P096_9ACTN	A0A9X3P096_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptomonospora mangrovi	Streptomonospora	283	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A9Y2YA38	tr|A0A9Y2YA38|A0A9Y2YA38_THECS	A0A9Y2YA38_THECS	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermobifida cellulosilytica TB100	Thermobifida	268	unreviewed	ec_petase,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	NA
A0AA41QZD2	tr|A0AA41QZD2|A0AA41QZD2_9BACT	A0AA41QZD2_9BACT	PET hydrolase/cutinase-like domain-containing protein	Desulfatitalea alkaliphila	Desulfatitalea	274	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AA41QZH1	tr|A0AA41QZH1|A0AA41QZH1_9BACT	A0AA41QZH1_9BACT	PET hydrolase/cutinase-like domain-containing protein	Desulfatitalea alkaliphila	Desulfatitalea	279	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AA41ULH5	tr|A0AA41ULH5|A0AA41ULH5_9BACT	A0AA41ULH5_9BACT	PET hydrolase/cutinase-like domain-containing protein	Desulfatitalea alkaliphila	Desulfatitalea	276	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AA41URL4	tr|A0AA41URL4|A0AA41URL4_9BACT	A0AA41URL4_9BACT	PET hydrolase/cutinase-like domain-containing protein	Desulfatitalea alkaliphila	Desulfatitalea	278	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AA41Z6E8	tr|A0AA41Z6E8|A0AA41Z6E8_9SPHN	A0AA41Z6E8_9SPHN	PET hydrolase/cutinase-like domain-containing protein	Sphingomonas lycopersici	Sphingomonas	321	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AA82WPD4	tr|A0AA82WPD4|A0AA82WPD4_9ZZZZ	A0AA82WPD4_9ZZZZ	Polyester Hydrolase Leipzig 7 (PHL-7), catalysis-deficient S131A mutant	unidentified	unidentified	267	unreviewed	polyester_hydrolase	Other	NA
A0AA82WPI3	tr|A0AA82WPI3|A0AA82WPI3_9BURK	A0AA82WPI3_9BURK	PET hydrolase	Caldimonas taiwanensis	Caldimonas	270	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AA82WPI4	tr|A0AA82WPI4|A0AA82WPI4_9BURK	A0AA82WPI4_9BURK	PET hydrolase	Caldimonas taiwanensis	Caldimonas	270	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AA82WPI5	tr|A0AA82WPI5|A0AA82WPI5_9BURK	A0AA82WPI5_9BURK	PET hydrolase	Caldimonas taiwanensis	Caldimonas	270	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AA97LXT2	tr|A0AA97LXT2|A0AA97LXT2_9ACTN	A0AA97LXT2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermobifida halotolerans	Thermobifida	303	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	NA
A0AA97M4A3	tr|A0AA97M4A3|A0AA97M4A3_9ACTN	A0AA97M4A3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermobifida halotolerans	Thermobifida	309	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	NA
A0AAD9L6I3	tr|A0AAD9L6I3|A0AAD9L6I3_PAPLA	A0AAD9L6I3_PAPLA	S-formylglutathione hydrolase (EC 3.1.2.12)	Papiliotrema laurentii (Cryptococcus laurentii)	Papiliotrema	295	unreviewed	polyester_hydrolase	Other	NA
A0AAD9S5E7	tr|A0AAD9S5E7|A0AAD9S5E7_DIAAM	A0AAD9S5E7_DIAAM	Cutinase (EC 3.1.1.74)	Diaporthe amygdali (Fusicoccum amygdali)	Diaporthe	333	unreviewed	cutinase,ec_cutinase	Cutinase	NA
A0AAE0KVQ0	tr|A0AAE0KVQ0|A0AAE0KVQ0_9CHLO	A0AAE0KVQ0_9CHLO	PET hydrolase/cutinase-like domain-containing protein	Cymbomonas tetramitiformis	Cymbomonas	345	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AAE6YIC9	tr|A0AAE6YIC9|A0AAE6YIC9_STRAT	A0AAE6YIC9_STRAT	PET hydrolase/cutinase-like domain-containing protein	Streptomyces antibioticus	Streptomyces	300	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AAJ0BJF8	tr|A0AAJ0BJF8|A0AAJ0BJF8_9PEZI	A0AAJ0BJF8_9PEZI	PET hydrolase/cutinase-like domain-containing protein	Echria macrotheca	Echria	271	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AAN1WLP8	tr|A0AAN1WLP8|A0AAN1WLP8_9GAMM	A0AAN1WLP8_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Marinagarivorans cellulosilyticus	Marinagarivorans	270	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AAN8IKS4	tr|A0AAN8IKS4|A0AAN8IKS4_9EURO	A0AAN8IKS4_9EURO	Cutinase (EC 3.1.1.74)	Knufia fluminis	Knufia	324	unreviewed	cutinase,ec_cutinase	Cutinase	NA
A0AAU4JYB3	tr|A0AAU4JYB3|A0AAU4JYB3_9NOCA	A0AAU4JYB3_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Williamsia herbipolensis	Williamsia	336	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AAU4JZP8	tr|A0AAU4JZP8|A0AAU4JZP8_9NOCA	A0AAU4JZP8_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Williamsia herbipolensis	Williamsia	336	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AAV3U1W9	tr|A0AAV3U1W9|A0AAV3U1W9_9ALTE	A0AAV3U1W9_9ALTE	PET hydrolase/cutinase-like domain-containing protein	Halioxenophilus aromaticivorans	Halioxenophilus	297	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AAV9GS71	tr|A0AAV9GS71|A0AAV9GS71_9PEZI	A0AAV9GS71_9PEZI	PET hydrolase/cutinase-like domain-containing protein	Podospora aff. communis PSN243	Podospora	280	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0AAV9JXN6	tr|A0AAV9JXN6|A0AAV9JXN6_9PEZI	A0AAV9JXN6_9PEZI	Cutinase (EC 3.1.1.74)	Oleoguttula mirabilis	Oleoguttula	250	unreviewed	cutinase,ec_cutinase	Cutinase	NA
A0AAX6MH28	tr|A0AAX6MH28|A0AAX6MH28_9PEZI	A0AAX6MH28_9PEZI	cutinase (EC 3.1.1.74)	Daldinia eschscholtzii	Daldinia	279	unreviewed	cutinase	Cutinase	NA
A0ABN0WL22	tr|A0ABN0WL22|A0ABN0WL22_9ACTN	A0ABN0WL22_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinoallomurus spadix	Actinoallomurus	346	unreviewed	ec_petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN1N6L8	tr|A0ABN1N6L8|A0ABN1N6L8_9PSEU	A0ABN1N6L8_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Pseudonocardia zijingensis	Pseudonocardia	295	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABN1Q5Y7	tr|A0ABN1Q5Y7|A0ABN1Q5Y7_9ACTN	A0ABN1Q5Y7_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea longicatena	Nonomuraea	286	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN1QG72	tr|A0ABN1QG72|A0ABN1QG72_9ACTN	A0ABN1QG72_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinocorallia libanotica	Actinocorallia	305	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN1R605	tr|A0ABN1R605|A0ABN1R605_9ACTN	A0ABN1R605_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinocorallia libanotica	Actinocorallia	291	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN1ZI34	tr|A0ABN1ZI34|A0ABN1ZI34_9ACTN	A0ABN1ZI34_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Dactylosporangium maewongense	Dactylosporangium	312	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABN2ALD9	tr|A0ABN2ALD9|A0ABN2ALD9_9ACTN	A0ABN2ALD9_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Dactylosporangium maewongense	Dactylosporangium	343	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABN2B888	tr|A0ABN2B888|A0ABN2B888_9ACTN	A0ABN2B888_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Dactylosporangium maewongense	Dactylosporangium	267	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABN2YDJ9	tr|A0ABN2YDJ9|A0ABN2YDJ9_9ACTN	A0ABN2YDJ9_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces synnematoformans	Streptomyces	306	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABN3C865	tr|A0ABN3C865|A0ABN3C865_9ACTN	A0ABN3C865_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea monospora	Nonomuraea	303	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN3D0Q6	tr|A0ABN3D0Q6|A0ABN3D0Q6_9ACTN	A0ABN3D0Q6_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea monospora	Nonomuraea	281	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN3D3P5	tr|A0ABN3D3P5|A0ABN3D3P5_9ACTN	A0ABN3D3P5_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea monospora	Nonomuraea	301	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN3KHS9	tr|A0ABN3KHS9|A0ABN3KHS9_9ACTN	A0ABN3KHS9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura vinacea	Actinomadura	287	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN3PU34	tr|A0ABN3PU34|A0ABN3PU34_9ACTN	A0ABN3PU34_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura fulvescens	Actinomadura	278	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN3PZQ6	tr|A0ABN3PZQ6|A0ABN3PZQ6_9ACTN	A0ABN3PZQ6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura fulvescens	Actinomadura	287	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN3Q643	tr|A0ABN3Q643|A0ABN3Q643_9ACTN	A0ABN3Q643_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura fulvescens	Actinomadura	291	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
